State,Covered Entity Type,Individuals Affected,Breach Submission Date,Type of Breach,Location of Breached Information,Latitude ,Longitude,Year
TN,Healthcare Provider,1745,06/08/2010,Loss,Laptop,,,2010
GA,Healthcare Provider,500,02/11/2013,Loss,Laptop,,,2013
MS,Healthcare Provider,500,03/21/2013,Loss,Laptop,,,2013
OH,Healthcare Provider,9577,05/20/2013,Loss,Laptop,,,2013
GA,Healthcare Provider,4879,12/10/2013,Loss,Laptop,,,2013
CA,Healthcare Provider,1233,03/06/2015,Loss,Laptop,,,2015
NY,Healthcare Provider,563,04/10/2015,Loss,Laptop,,,2015
WV,Healthcare Provider,12563,11/08/2011,Loss,Laptop,,,2011
LA,Healthcare Provider,17000,05/18/2012,Loss,Laptop,,,2012
TX,Healthcare Provider,596,08/28/2013,Loss,Laptop,,,2013
IL,Healthcare Provider,1891,12/06/2013,Loss,Laptop,,,2013
NC,Healthcare Provider,548,02/26/2014,Loss,Laptop,,,2014
TX,Healthcare Provider,5700,05/26/2012,Loss,Laptop,,,2012
OH,Healthcare Provider,1309,08/03/2010,Other,Laptop,,,2010
MI,Healthcare Provider,4100,12/23/2012,Other,Laptop,,,2012
DE,Healthcare Provider,1883,01/31/2014,Other,Laptop,,,2014
CO,Healthcare Provider,11500,11/05/2013,Theft,Laptop,,,2013
NY,Business Associate,6475,02/12/2014,Theft,Laptop,,,2014
CA,Healthcare Provider,5900,11/23/2009,Theft,Laptop,,,2009
PA,Healthcare Provider,943,11/24/2009,Theft,Laptop,,,2009
TN,Business Associate,6400,11/25/2009,Theft,Laptop,,,2009
TX,Healthcare Provider,900,01/19/2010,Theft,Laptop,,,2010
IL,Healthcare Provider,812,01/22/2010,Theft,Laptop,,,2010
CA,Healthcare Provider,7300,01/27/2010,Theft,Laptop,,,2010
AZ,Healthcare Provider,1100,02/10/2010,Theft,Laptop,,,2010
FL,Healthcare Provider,12580,03/01/2010,Theft,Laptop,,,2010
WI,Health Plan,9500,03/03/2010,Theft,Laptop,,,2010
NY,Healthcare Provider,625,03/09/2010,Theft,Laptop,,,2010
WA,Healthcare Provider,5080,03/18/2010,Theft,Laptop,,,2010
FL,Healthcare Provider,2600,03/23/2010,Theft,Laptop,,,2010
AL,Healthcare Provider,2465,03/27/2010,Theft,Laptop,,,2010
TX,Healthcare Provider,955,04/09/2010,Theft,Laptop,,,2010
CT,Healthcare Provider,54165,04/19/2010,Theft,Laptop,,,2010
MA,Healthcare Provider,3594,04/20/2010,Theft,Laptop,,,2010
CA,Healthcare Provider,5450,04/24/2010,Theft,Laptop,,,2010
TX,Healthcare Provider,4200,05/11/2010,Theft,Laptop,,,2010
TX,Business Associate,656,05/14/2010,Theft,Laptop,,,2010
SC,Healthcare Provider,653,05/20/2010,Theft,Laptop,,,2010
NE,Business Associate,800,05/21/2010,Theft,Laptop,,,2010
IL,Healthcare Provider,1000,05/26/2010,Theft,Laptop,,,2010
OH,Healthcare Provider,60998,06/01/2010,Theft,Laptop,,,2010
KS,Healthcare Provider,1105,06/01/2010,Theft,Laptop,,,2010
FL,Health Plan,1220000,06/03/2010,Theft,Laptop,,,2010
MI,Healthcare Provider,2300,06/04/2010,Theft,Laptop,,,2010
MA,Business Associate,10515,06/09/2010,Theft,Laptop,,,2010
KY,Healthcare Provider,2027,06/18/2010,Theft,Laptop,,,2010
AZ,Healthcare Provider,5893,06/28/2010,Theft,Laptop,,,2010
NM,Healthcare Provider,3830,07/08/2010,Theft,Laptop,,,2010
DC,Health Plan,540,07/23/2010,Theft,Laptop,,,2010
TX,Healthcare Provider,1646,07/30/2010,Theft,Laptop,,,2010
TX,Healthcare Provider,694,07/30/2010,Theft,Laptop,,,2010
OH,Healthcare Provider,13867,08/05/2010,Theft,Laptop,,,2010
KY,Healthcare Provider,2089,08/05/2010,Theft,Laptop,,,2010
PA,Healthcare Provider,21000,08/09/2010,Theft,Laptop,,,2010
CT,Healthcare Provider,1000,08/18/2010,Theft,Laptop,,,2010
IL,Healthcare Provider,7081,08/20/2010,Theft,Laptop,,,2010
VA,Healthcare Provider,2739,09/08/2010,Theft,Laptop,,,2010
IN,Healthcare Provider,1199,09/23/2010,Theft,Laptop,,,2010
NY,Healthcare Provider,578,10/05/2010,Theft,Laptop,,,2010
TX,Healthcare Provider,585,10/08/2010,Theft,Laptop,,,2010
CT,Healthcare Provider,12000,11/11/2010,Theft,Laptop,,,2010
NY,Healthcare Provider,535,11/12/2010,Theft,Laptop,,,2010
MO,Healthcare Provider,1400,11/15/2010,Theft,Laptop,,,2010
MI,Healthcare Provider,3700,11/15/2010,Theft,Laptop,,,2010
WI,Healthcare Provider,3288,12/20/2010,Theft,Laptop,,,2010
IN,Business Associate,757,12/27/2010,Theft,Laptop,,,2010
MN,Healthcare Provider,3159,12/28/2010,Theft,Laptop,,,2010
FL,Healthcare Provider,2200,01/11/2011,Theft,Laptop,,,2011
VA,Healthcare Provider,11982,01/12/2011,Theft,Laptop,,,2011
TX,Healthcare Provider,4486,01/24/2011,Theft,Laptop,,,2011
MT,Healthcare Provider,37000,02/08/2011,Theft,Laptop,,,2011
KY,Healthcare Provider,8845,03/10/2011,Theft,Laptop,,,2011
CA,Healthcare Provider,667,03/30/2011,Theft,Laptop,,,2011
AK,Business Associate,1700,03/31/2011,Theft,Laptop,,,2011
NH,Healthcare Provider,5960,05/02/2011,Theft,Laptop,,,2011
TX,Healthcare Provider,1500,05/05/2011,Theft,Laptop,,,2011
MA,Healthcare Provider,563,05/06/2011,Theft,Laptop,,,2011
IN,Healthcare Provider,22001,05/06/2011,Theft,Laptop,,,2011
CA,Healthcare Provider,620,05/17/2011,Theft,Laptop,,,2011
TN,Healthcare Provider,810,06/22/2011,Theft,Laptop,,,2011
TN,Healthcare Provider,705,06/22/2011,Theft,Laptop,,,2011
OH,Business Associate,78042,06/27/2011,Theft,Laptop,,,2011
NY,Healthcare Provider,712,07/08/2011,Theft,Laptop,,,2011
KY,Healthcare Provider,3604,07/28/2011,Theft,Laptop,,,2011
TX,Healthcare Provider,1870,07/28/2011,Theft,Laptop,,,2011
TX,Business Associate,10345,08/17/2011,Theft,Laptop,,,2011
TX,Health Plan,1696,09/09/2011,Theft,Laptop,,,2011
GA,Healthcare Provider,863,09/15/2011,Theft,Laptop,,,2011
TX,Healthcare Provider,1259,09/23/2011,Theft,Laptop,,,2011
IN,Healthcare Provider,3266,10/04/2011,Theft,Laptop,,,2011
MA,Healthcare Provider,599,10/11/2011,Theft,Laptop,,,2011
NY,Healthcare Provider,927,10/27/2011,Theft,Laptop,,,2011
ND,Healthcare Provider,650,11/17/2011,Theft,Laptop,,,2011
GA,Healthcare Provider,17000,12/13/2011,Theft,Laptop,,,2011
WA,Health Plan,7581,12/23/2011,Theft,Laptop,,,2011
TX,Healthcare Provider,870,12/28/2011,Theft,Laptop,,,2011
MA,Healthcare Provider,2988,12/28/2011,Theft,Laptop,,,2011
PA,Healthcare Provider,1300,01/10/2012,Theft,Laptop,,,2012
KS,Healthcare Provider,7757,01/19/2012,Theft,Laptop,,,2012
NY,Healthcare Provider,549,01/24/2012,Theft,Laptop,,,2012
NC,Healthcare Provider,2000,02/01/2012,Theft,Laptop,,,2012
IL,Business Associate,14000,02/06/2012,Theft,Laptop,,,2012
WI,Healthcare Provider,698,02/14/2012,Theft,Laptop,,,2012
PA,Healthcare Provider,728,02/27/2012,Theft,Laptop,,,2012
NM,Business Associate,7000,02/28/2012,Theft,Laptop,,,2012
PR,Business Associate,7706,02/28/2012,Theft,Laptop,,,2012
IN,Healthcare Provider,20000,03/09/2012,Theft,Laptop,,,2012
PR,Business Associate,4645,03/12/2012,Theft,Laptop,,,2012
NY,Healthcare Provider,577,03/13/2012,Theft,Laptop,,,2012
PR,Business Associate,7923,03/13/2012,Theft,Laptop,,,2012
GA,Healthcare Provider,513,03/15/2012,Theft,Laptop,,,2012
MN,Healthcare Provider,4000,05/14/2012,Theft,Laptop,,,2012
NE,Health Plan,3000,05/21/2012,Theft,Laptop,,,2012
MA,Healthcare Provider,2159,05/22/2012,Theft,Laptop,,,2012
MD,Business Associate,1444,06/04/2012,Theft,Laptop,,,2012
KY,Healthcare Provider,4490,06/19/2012,Theft,Laptop,,,2012
KY,Healthcare Provider,824,06/22/2012,Theft,Laptop,,,2012
TX,Healthcare Provider,585,07/03/2012,Theft,Laptop,,,2012
MA,Healthcare Provider,3900,07/20/2012,Theft,Laptop,,,2012
CT,Business Associate,7461,07/30/2012,Theft,Laptop,,,2012
PA,Business Associate,66601,08/10/2012,Theft,Laptop,,,2012
PA,Healthcare Provider,3183,08/17/2012,Theft,Laptop,,,2012
FL,Healthcare Provider,500,08/28/2012,Theft,Laptop,,,2012
GA,Healthcare Provider,4000,08/31/2012,Theft,Laptop,,,2012
WA,Healthcare Provider,942,09/07/2012,Theft,Laptop,,,2012
NY,Healthcare Provider,13000,09/14/2012,Theft,Laptop,,,2012
CA,Healthcare Provider,65700,10/10/2012,Theft,Laptop,,,2012
TN,Healthcare Provider,27799,10/17/2012,Theft,Laptop,,,2012
CA,Healthcare Provider,116506,10/18/2012,Theft,Laptop,,,2012
NM,Healthcare Provider,540,11/21/2012,Theft,Laptop,,,2012
OH,Healthcare Provider,613,11/29/2012,Theft,Laptop,,,2012
RI,Healthcare Provider,683,11/30/2012,Theft,Laptop,,,2012
IN,Healthcare Provider,28893,12/26/2012,Theft,Laptop,,,2012
KY,Business Associate,1090,12/28/2012,Theft,Laptop,,,2012
CA,Business Associate,56820,12/31/2012,Theft,Laptop,,,2012
LA,Healthcare Provider,1400,01/10/2013,Theft,Laptop,,,2013
NY,Healthcare Provider,19178,01/11/2013,Theft,Laptop,,,2013
MO,Healthcare Provider,1105,01/11/2013,Theft,Laptop,,,2013
MD,Healthcare Provider,3230,01/17/2013,Theft,Laptop,,,2013
TX,Healthcare Provider,29021,01/24/2013,Theft,Laptop,,,2013
GA,Business Associate,1103,02/04/2013,Theft,Laptop,,,2013
MD,Healthcare Provider,5822,02/12/2013,Theft,Laptop,,,2013
MO,Healthcare Provider,4027,02/14/2013,Theft,Laptop,,,2013
GA,Healthcare Provider,1819,02/15/2013,Theft,Laptop,,,2013
NM,Healthcare Provider,778,02/17/2013,Theft,Laptop,,,2013
AZ,Healthcare Provider,501,02/21/2013,Theft,Laptop,,,2013
GA,Healthcare Provider,3000,02/27/2013,Theft,Laptop,,,2013
CA,Business Associate,18162,03/04/2013,Theft,Laptop,,,2013
FL,Healthcare Provider,12299,03/09/2013,Theft,Laptop,,,2013
WA,Business Associate,629,03/29/2013,Theft,Laptop,,,2013
SC,Healthcare Provider,7405,04/10/2013,Theft,Laptop,,,2013
OR,Healthcare Provider,1076,04/11/2013,Theft,Laptop,,,2013
IN,Healthcare Provider,10350,05/13/2013,Theft,Laptop,,,2013
CA,Business Associate,3164,05/24/2013,Theft,Laptop,,,2013
NY,Health Plan,2434,05/24/2013,Theft,Laptop,,,2013
CA,Healthcare Provider,12900,06/13/2013,Theft,Laptop,,,2013
TX,Healthcare Provider,1955,06/28/2013,Theft,Laptop,,,2013
PR,Business Associate,679,06/28/2013,Theft,Laptop,,,2013
FL,Healthcare Provider,900,07/03/2013,Theft,Laptop,,,2013
CA,Healthcare Provider,1837,08/02/2013,Theft,Laptop,,,2013
AR,Business Associate,1911,08/05/2013,Theft,Laptop,,,2013
OH,Healthcare Provider,2045,08/12/2013,Theft,Laptop,,,2013
TN,Healthcare Provider,5690,08/15/2013,Theft,Laptop,,,2013
CO,Healthcare Provider,1500,09/03/2013,Theft,Laptop,,,2013
CA,Healthcare Provider,2182,09/06/2013,Theft,Laptop,,,2013
OH,Healthcare Provider,1360,09/27/2013,Theft,Laptop,,,2013
CA,Healthcare Provider,579,09/27/2013,Theft,Laptop,,,2013
CO,Business Associate,3512,09/28/2013,Theft,Laptop,,,2013
TN,Healthcare Provider,6932,09/30/2013,Theft,Laptop,,,2013
PA,Healthcare Provider,2810,10/04/2013,Theft,Laptop,,,2013
IN,Healthcare Provider,566,10/14/2013,Theft,Laptop,,,2013
VT,Healthcare Provider,550,10/15/2013,Theft,Laptop,,,2013
TX,Healthcare Provider,5500,10/23/2013,Theft,Laptop,,,2013
CA,Healthcare Provider,3833,10/25/2013,Theft,Laptop,,,2013
WI,Healthcare Provider,631,10/25/2013,Theft,Laptop,,,2013
CA,Healthcare Provider,729000,10/25/2013,Theft,Laptop,,,2013
NJ,Healthcare Provider,1100,11/05/2013,Theft,Laptop,,,2013
IL,Business Associate,4837,11/14/2013,Theft,Laptop,,,2013
GA,Healthcare Provider,1300,11/15/2013,Theft,Laptop,,,2013
WA,Healthcare Provider,950,11/26/2013,Theft,Laptop,,,2013
GA,Healthcare Provider,4500,12/06/2013,Theft,Laptop,,,2013
SC,Business Associate,3432,12/18/2013,Theft,Laptop,,,2013
TN,Business Associate,2777,12/19/2013,Theft,Laptop,,,2013
NM,Healthcare Provider,12354,12/31/2013,Theft,Laptop,,,2013
NJ,Business Associate,839711,01/03/2014,Theft,Laptop,,,2014
NY,Business Associate,2500,01/08/2014,Theft,Laptop,,,2014
TN,Healthcare Provider,9602,01/15/2014,Theft,Laptop,,,2014
CA,Business Associate,611,01/24/2014,Theft,Laptop,,,2014
CA,Healthcare Provider,3026,02/07/2014,Theft,Laptop,,,2014
GA,Healthcare Provider,841,02/07/2014,Theft,Laptop,,,2014
IN,Healthcare Provider,1142,02/18/2014,Theft,Laptop,,,2014
VA,Healthcare Provider,3458,02/26/2014,Theft,Laptop,,,2014
AZ,Healthcare Provider,1706,03/16/2014,Theft,Laptop,,,2014
WA,Business Associate,1079,03/24/2014,Theft,Laptop,,,2014
TX,Healthcare Provider,1000,05/10/2014,Theft,Laptop,,,2014
OK,Business Associate,3814,05/30/2014,Theft,Laptop,,,2014
NY,Healthcare Provider,872,06/20/2014,Theft,Laptop,,,2014
CO,Healthcare Provider,750,06/23/2014,Theft,Laptop,,,2014
CA,Healthcare Provider,563,06/24/2014,Theft,Laptop,,,2014
MD,Healthcare Provider,42713,06/27/2014,Theft,Laptop,,,2014
SC,Healthcare Provider,38906,07/25/2014,Theft,Laptop,,,2014
IL,Healthcare Provider,982,07/30/2014,Theft,Laptop,,,2014
IL,Healthcare Provider,13646,08/19/2014,Theft,Laptop,,,2014
CA,Healthcare Provider,33136,09/10/2014,Theft,Laptop,,,2014
CO,Healthcare Provider,523,09/26/2014,Theft,Laptop,,,2014
AL,Healthcare Provider,2588,09/30/2014,Theft,Laptop,,,2014
NY,Healthcare Provider,10793,10/03/2014,Theft,Laptop,,,2014
OR,Healthcare Provider,1320,10/06/2014,Theft,Laptop,,,2014
GA,Healthcare Provider,3397,10/09/2014,Theft,Laptop,,,2014
TX,Healthcare Provider,1000,10/15/2014,Theft,Laptop,,,2014
PA,Healthcare Provider,13907,10/31/2014,Theft,Laptop,,,2014
OH,Healthcare Provider,542,11/21/2014,Theft,Laptop,,,2014
UT,Healthcare Provider,623,12/05/2014,Theft,Laptop,,,2014
KY,Healthcare Provider,4500,12/09/2014,Theft,Laptop,,,2014
IN,Healthcare Provider,43890,01/07/2015,Theft,Laptop,,,2015
CA,Healthcare Provider,7925,01/29/2015,Theft,Laptop,,,2015
TX,Healthcare Provider,678,01/29/2015,Theft,Laptop,,,2015
NV,Healthcare Provider,2153,02/26/2015,Theft,Laptop,,,2015
TX,Healthcare Provider,600,03/19/2015,Theft,Laptop,,,2015
IL,Healthcare Provider,3000,04/28/2015,Theft,Laptop,,,2015
MN,Healthcare Provider,4725,05/18/2015,Theft,Laptop,,,2015
FL,Healthcare Provider,506,05/20/2015,Theft,Laptop,,,2015
OR,Health Plan,14000,06/01/2015,Theft,Laptop,,,2015
CA,Business Associate,995,06/03/2015,Theft,Laptop,,,2015
OR,Business Associate,2300,02/20/2012,Theft,Laptop,,,2012
FL,Healthcare Provider,2365,04/23/2014,Theft,Laptop,,,2014
IL,Healthcare Provider,815,08/18/2011,Unauthorized Access/Disclosure,Laptop,,,2011
FL,Healthcare Provider,10680,10/29/2013,Unauthorized Access/Disclosure,Laptop,,,2013
MD,Health Plan,214000,04/01/2014,Unauthorized Access/Disclosure,Laptop,,,2014
PA,Healthcare Provider,1801,06/06/2014,Other,Email,,,2014
DC,Healthcare Provider,2416,05/13/2010,Theft,Email,,,2010
NY,Healthcare Provider,568,06/08/2012,Theft,Email,,,2012
CA,Healthcare Provider,6307,06/25/2014,Unauthorized Access/Disclosure,Email,,,2014
IN,Healthcare Provider,1848,01/12/2011,Hacking/IT Incident,Email,,,2011
AZ,Healthcare Provider,13877,07/29/2014,Theft,Email,,,2014
NC,Business Associate,50000,01/10/2012,Theft,Email,,,2012
MO,Healthcare Provider,4000,01/07/2015,Unauthorized Access/Disclosure,Email,,,2015
IA,Health Plan,2042,03/10/2014,Other,Email,,,2014
WA,Healthcare Provider,2500,01/03/2014,Theft,Email,,,2014
NJ,Business Associate,342197,05/22/2014,Theft,Email,,,2014
AL,Business Associate,768,03/30/2010,Other,Email,,,2010
NC,Healthcare Provider,5600,12/07/2012,Hacking/IT Incident,Email,,,2012
CA,Healthcare Provider,2269,02/14/2014,Hacking/IT Incident,Email,,,2014
IL,Healthcare Provider,1256,03/31/2014,Hacking/IT Incident,Email,,,2014
CO,Healthcare Provider,12286,04/22/2014,Hacking/IT Incident,Email,,,2014
TX,Healthcare Provider,1253,04/25/2014,Hacking/IT Incident,Email,,,2014
TX,Healthcare Provider,2308,04/25/2014,Hacking/IT Incident,Email,,,2014
TX,Healthcare Provider,1981,04/25/2014,Hacking/IT Incident,Email,,,2014
TX,Healthcare Provider,2742,04/25/2014,Hacking/IT Incident,Email,,,2014
CA,Healthcare Provider,1326,10/08/2014,Hacking/IT Incident,Email,,,2014
DC,Healthcare Provider,18000,02/24/2015,Hacking/IT Incident,Email,,,2015
IN,Healthcare Provider,3952,03/05/2015,Hacking/IT Incident,Email,,,2015
FL,Healthcare Provider,14177,03/16/2015,Hacking/IT Incident,Email,,,2015
IN,Healthcare Provider,756,04/10/2015,Hacking/IT Incident,Email,,,2015
MD,Healthcare Provider,24967,04/24/2015,Hacking/IT Incident,Email,,,2015
TX,Healthcare Provider,39000,04/24/2015,Hacking/IT Incident,Email,,,2015
IN,Healthcare Provider,306789,05/22/2015,Hacking/IT Incident,Email,,,2015
CO,Healthcare Provider,3200,01/27/2012,Hacking/IT Incident,Email,,,2012
MN,Business Associate,502,05/19/2014,Hacking/IT Incident,Email,,,2014
MO,Health Plan,1127,06/17/2013,Improper Disposal,Email,,,2013
CA,Healthcare Provider,610,12/15/2009,Other,Email,,,2009
OH,Healthcare Provider,1001,06/14/2010,Other,Email,,,2010
PA,Business Associate,937,06/24/2010,Other,Email,,,2010
ME,Healthcare Provider,1920,03/04/2013,Other,Email,,,2013
TX,Healthcare Provider,818,04/25/2013,Other,Email,,,2013
NY,Healthcare Provider,10000,05/14/2013,Other,Email,,,2013
NC,Healthcare Provider,609,07/05/2013,Other,Email,,,2013
GA,Healthcare Provider,654,08/30/2013,Other,Email,,,2013
NC,Healthcare Provider,1310,10/04/2013,Other,Email,,,2013
NE,Healthcare Provider,3857,12/11/2013,Other,Email,,,2013
IL,Healthcare Provider,22511,01/11/2014,Other,Email,,,2014
KY,Healthcare Provider,2992,03/28/2014,Other,Email,,,2014
WA,Healthcare Provider,8300,03/28/2014,Other,Email,,,2014
IN,Business Associate,1008,05/06/2014,Other,Email,,,2014
MN,Healthcare Provider,1304,06/05/2014,Other,Email,,,2014
GA,Healthcare Provider,1175,06/09/2014,Other,Email,,,2014
IL,Business Associate,767,09/17/2014,Other,Email,,,2014
AZ,Healthcare Provider,1296,11/14/2014,Other,Email,,,2014
NY,Health Plan,31980,11/20/2014,Other,Email,,,2014
FL,Healthcare Provider,2477,12/08/2014,Other,Email,,,2014
PA,Healthcare Provider,2928,12/28/2010,Theft,Email,,,2010
OH,Healthcare Provider,1167,06/03/2013,Theft,Email,,,2013
VA,Healthcare Provider,10228,09/26/2013,Theft,Email,,,2013
GA,Business Associate,5232,10/02/2013,Theft,Email,,,2013
MD,Healthcare Provider,7606,11/12/2013,Theft,Email,,,2013
IL,Business Associate,1573,12/06/2013,Theft,Email,,,2013
CA,Healthcare Provider,7800,03/12/2014,Theft,Email,,,2014
NY,Health Plan,642,04/03/2012,Unauthorized Access/Disclosure,Email,,,2012
MI,Health Plan,1229,04/06/2012,Unauthorized Access/Disclosure,Email,,,2012
CA,Healthcare Provider,1000,04/10/2012,Unauthorized Access/Disclosure,Email,,,2012
SC,Health Plan,228435,04/24/2012,Unauthorized Access/Disclosure,Email,,,2012
MO,Health Plan,1134,05/11/2012,Unauthorized Access/Disclosure,Email,,,2012
KY,Health Plan,2500,09/19/2012,Unauthorized Access/Disclosure,Email,,,2012
TN,Healthcare Provider,1180,05/07/2013,Unauthorized Access/Disclosure,Email,,,2013
CA,Business Associate,4479,07/05/2013,Unauthorized Access/Disclosure,Email,,,2013
MO,Healthcare Provider,3100,10/07/2013,Unauthorized Access/Disclosure,Email,,,2013
IL,Healthcare Provider,1067,10/14/2013,Unauthorized Access/Disclosure,Email,,,2013
AK,Healthcare Provider,1556,10/16/2013,Unauthorized Access/Disclosure,Email,,,2013
MA,Healthcare Provider,832,12/23/2013,Unauthorized Access/Disclosure,Email,,,2013
CO,Business Associate,1918,01/02/2014,Unauthorized Access/Disclosure,Email,,,2014
PA,Healthcare Provider,657,03/27/2014,Unauthorized Access/Disclosure,Email,,,2014
UT,Healthcare Provider,643,03/29/2014,Unauthorized Access/Disclosure,Email,,,2014
NY,Health Plan,4830,04/24/2014,Unauthorized Access/Disclosure,Email,,,2014
KS,Healthcare Provider,9640,06/05/2014,Unauthorized Access/Disclosure,Email,,,2014
MI,Health Plan,2289,06/16/2014,Unauthorized Access/Disclosure,Email,,,2014
CA,Healthcare Provider,14121,06/24/2014,Unauthorized Access/Disclosure,Email,,,2014
OK,Healthcare Provider,6000,08/22/2014,Unauthorized Access/Disclosure,Email,,,2014
FL,Healthcare Provider,1782,10/30/2014,Unauthorized Access/Disclosure,Email,,,2014
MI,Healthcare Provider,1488,12/12/2014,Unauthorized Access/Disclosure,Email,,,2014
FL,Healthcare Provider,1859,01/05/2015,Unauthorized Access/Disclosure,Email,,,2015
CA,Healthcare Provider,1285,01/28/2015,Unauthorized Access/Disclosure,Email,,,2015
FL,Healthcare Provider,600,02/12/2015,Unauthorized Access/Disclosure,Email,,,2015
CA,Healthcare Provider,845,04/02/2015,Unauthorized Access/Disclosure,Email,,,2015
TX,Healthcare Provider,873,04/03/2015,Unauthorized Access/Disclosure,Email,,,2015
NJ,Healthcare Provider,1447,04/17/2015,Unauthorized Access/Disclosure,Email,,,2015
NY,Healthcare Provider,3334,04/28/2015,Unauthorized Access/Disclosure,Email,,,2015
NY,Healthcare Provider,90060,04/28/2015,Unauthorized Access/Disclosure,Email,,,2015
NY,Healthcare Provider,3957,06/01/2015,Unauthorized Access/Disclosure,Email,,,2015
NC,Healthcare Provider,1263,06/09/2011,Other,Email,,,2011
GA,Healthcare Provider,12937,05/24/2012,Theft,Electronic Medical Record,,,2012
TX,Healthcare Provider,2875,08/03/2012,Theft,Electronic Medical Record,,,2012
TX,Healthcare Provider,2464,11/17/2011,Unauthorized Access/Disclosure,Electronic Medical Record,,,2011
MA,Healthcare Provider,2387,05/05/2014,Unauthorized Access/Disclosure,Electronic Medical Record,,,2014
PA,Business Associate,800000,07/19/2010,Loss,Electronic Medical Record,,,2010
MA,Business Associate,1860,01/07/2010,Theft,Electronic Medical Record,,,2010
NJ,Business Associate,1700000,02/11/2011,Theft,Electronic Medical Record,,,2011
IL,Healthcare Provider,16446,02/10/2014,Theft,Electronic Medical Record,,,2014
VA,Healthcare Provider,2318,07/31/2014,Theft,Electronic Medical Record,,,2014
FL,Healthcare Provider,1562,07/08/2011,Unauthorized Access/Disclosure,Electronic Medical Record,,,2011
OH,Healthcare Provider,594,05/28/2014,Unauthorized Access/Disclosure,Electronic Medical Record,,,2014
NV,Healthcare Provider,12000,06/10/2015,Theft,Electronic Medical Record,,,2015
MN,Healthcare Provider,2600,10/11/2011,Theft,Electronic Medical Record,,,2011
NY,Healthcare Provider,3936,11/07/2014,Theft,Electronic Medical Record,,,2014
OH,Healthcare Provider,504,02/26/2014,Other,Electronic Medical Record,,,2014
KY,Healthcare Provider,1000,03/20/2014,Other,Electronic Medical Record,,,2014
MN,Healthcare Provider,1740,09/08/2010,Theft,Electronic Medical Record,,,2010
FL,Healthcare Provider,105646,08/16/2012,Theft,Electronic Medical Record,,,2012
FL,Healthcare Provider,2560,11/05/2012,Theft,Electronic Medical Record,,,2012
FL,Healthcare Provider,1025,04/02/2013,Theft,Electronic Medical Record,,,2013
IL,Healthcare Provider,12542,04/03/2013,Theft,Electronic Medical Record,,,2013
VA,Healthcare Provider,5764,05/29/2013,Theft,Electronic Medical Record,,,2013
NY,Healthcare Provider,2000,06/24/2014,Theft,Electronic Medical Record,,,2014
AL,Healthcare Provider,1200,06/26/2014,Theft,Electronic Medical Record,,,2014
LA,Healthcare Provider,10271,11/05/2012,Theft,Electronic Medical Record,,,2012
FL,Healthcare Provider,5875,05/30/2013,Theft,Electronic Medical Record,,,2013
CO,Healthcare Provider,651,11/02/2013,Theft,Electronic Medical Record,,,2013
VA,Healthcare Provider,3861,01/16/2014,Theft,Electronic Medical Record,,,2014
FL,Business Associate,82601,09/09/2014,Theft,Electronic Medical Record,,,2014
FL,Healthcare Provider,12784,10/13/2011,Unauthorized Access/Disclosure,Electronic Medical Record,,,2011
TX,Healthcare Provider,2462,07/05/2012,Unauthorized Access/Disclosure,Electronic Medical Record,,,2012
TX,Healthcare Provider,678,01/22/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
FL,Healthcare Provider,834,03/02/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
CA,Healthcare Provider,2864,07/11/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
IN,Healthcare Provider,1396,08/12/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
OR,Health Plan,647,09/03/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
CA,Healthcare Provider,1009,09/20/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
IA,Healthcare Provider,1825,10/02/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
PA,Healthcare Provider,1279,11/27/2013,Unauthorized Access/Disclosure,Electronic Medical Record,,,2013
TX,Healthcare Provider,2874,06/13/2014,Unauthorized Access/Disclosure,Electronic Medical Record,,,2014
FL,Healthcare Provider,675,09/12/2014,Unauthorized Access/Disclosure,Electronic Medical Record,,,2014
FL,Healthcare Provider,1449,11/20/2014,Unauthorized Access/Disclosure,Electronic Medical Record,,,2014
CA,Healthcare Provider,845,01/23/2015,Unauthorized Access/Disclosure,Electronic Medical Record,,,2015
NV,Healthcare Provider,8791,04/03/2015,Unauthorized Access/Disclosure,Electronic Medical Record,,,2015
NY,Healthcare Provider,567,05/28/2015,Unauthorized Access/Disclosure,Electronic Medical Record,,,2015
TX,Healthcare Provider,654,03/23/2011,Other,Electronic Medical Record,,,2011
UT,Business Associate,1298,10/13/2010,Other,Desktop Computer,,,2010
TN,Healthcare Provider,1537,07/02/2010,Theft,Desktop Computer,,,2010
FL,Healthcare Provider,628,03/15/2013,Theft,Desktop Computer,,,2013
NY,Healthcare Provider,937,01/21/2014,Theft,Desktop Computer,,,2014
IL,Healthcare Provider,540,06/06/2014,Theft,Desktop Computer,,,2014
PA,Healthcare Provider,81463,04/02/2015,Unauthorized Access/Disclosure,Desktop Computer,,,2015
OK,Healthcare Provider,600,03/16/2011,Theft,Desktop Computer,,,2011
NY,Healthcare Provider,97000,06/20/2014,Hacking/IT Incident,Desktop Computer,,,2014
